Ride_ID,Timestamp,Origin_Latitude,Origin_Longitude,Destination_Latitude,Destination_Longitude,Distance_km,Duration_min,Fare,Payment_Method,User_ID,User_Age,User_Gender,Driver_ID,Driver_Rating,Vehicle_Type,Surge_Multiplier,Ride_Canceled
RIDE00149,2023-09-07 22:07:03,40.88614,-74.10093,40.55363,-74.0964,15.21,37.4,9.22,Credit Card,USER0103,44,Female,DRIVER151,4.3,SUV,1.5,No
RIDE00150,2023-06-28 07:17:58,40.54015,-73.85686,40.68751,-74.1569,1.21,57.0,25.64,Credit Card,USER0145,49,Non-binary,DRIVER192,3.8,Economy,1.0,Yes
RIDE00151,2023-02-25 09:19:16,40.53988,-74.15798,40.57359,-74.11335,23.29,20.2,9.26,Credit Card,USER0165,18,Female,DRIVER179,4.1,SUV,1.0,No
RIDE00152,2023-04-13 04:38:38,40.50614,-73.74129,40.68954,-73.95391,13.31,15.5,33.12,Cash,USER0070,37,Non-binary,DRIVER018,4.2,Economy,1.0,Yes
RIDE00153,2023-02-24 01:25:30,40.84837,-73.70142,40.59051,-73.72847,13.09,36.9,31.75,Cash,USER0230,58,Female,DRIVER191,4.8,Luxury,1.0,No
RIDE00154,2023-04-06 08:42:21,40.52993,-73.87701,40.88753,-74.08264,18.29,43.6,8.0,Credit Card,USER0391,28,Male,DRIVER059,4.4,SUV,2.0,No
RIDE00155,2023-10-17 13:35:57,40.60601,-74.15401,40.88008,-73.70037,7.21,50.9,33.64,Cash,USER0102,39,Female,DRIVER169,4.6,SUV,2.0,Yes
RIDE00156,2023-08-07 12:52:58,40.65899,-73.79556,40.76854,-74.0696,21.46,11.8,44.75,Credit Card,USER0150,58,Non-binary,DRIVER200,4.1,Luxury,2.0,Yes
RIDE00157,2023-07-29 11:10:19,40.63143,-73.72886,40.58182,-74.11264,8.11,48.7,20.52,Wallet,USER0484,37,Male,DRIVER127,3.8,SUV,1.5,No
RIDE00158,2023-04-13 01:24:09,40.71345,-73.73793,40.88188,-73.94826,7.44,36.2,5.64,Wallet,USER0321,61,Female,DRIVER143,4.6,Economy,1.0,No
RIDE00159,2023-10-18 04:07:20,40.75072,-73.83778,40.74682,-74.03113,3.86,48.6,13.67,Cash,USER0219,57,Male,DRIVER198,4.9,Economy,2.0,No
RIDE00160,2023-08-16 11:39:38,40.69518,-74.00864,40.84671,-74.08665,6.37,24.1,17.79,Wallet,USER0207,45,Female,DRIVER118,4.4,Luxury,1.5,No
RIDE00161,2023-06-16 13:55:30,40.74698,-74.02303,40.67102,-73.95682,13.81,11.1,46.02,Cash,USER0223,57,Non-binary,DRIVER100,4.3,Economy,1.2,Yes
RIDE00162,2023-12-15 04:20:59,40.77376,-74.06251,40.74317,-73.80756,8.0,5.5,24.18,Wallet,USER0194,25,Female,DRIVER083,3.6,Economy,1.5,No
RIDE00163,2023-08-15 13:49:11,40.59099,-74.12568,40.78808,-73.81495,16.35,56.0,37.82,Wallet,USER0043,56,Male,DRIVER165,4.2,Economy,1.5,No
RIDE00164,2023-06-05 05:54:11,40.89134,-73.89151,40.87566,-73.75184,23.61,13.1,21.53,Credit Card,USER0252,26,Male,DRIVER095,4.0,Luxury,1.5,No
RIDE00165,2023-05-21 03:38:00,40.78156,-73.95055,40.71446,-73.76315,7.67,42.5,39.51,Wallet,USER0013,51,Male,DRIVER051,4.1,Economy,1.5,Yes
RIDE00166,2023-03-27 10:15:13,40.56655,-73.96048,40.78165,-74.14793,4.19,33.8,47.04,Cash,USER0252,36,Female,DRIVER011,3.6,SUV,1.5,No
RIDE00167,2023-02-23 20:41:42,40.51158,-74.00849,40.54373,-73.72687,21.96,20.9,30.25,Wallet,USER0054,39,Female,DRIVER010,4.9,SUV,1.5,Yes
RIDE00168,2023-07-17 09:28:50,40.52245,-73.87867,40.85111,-73.71868,2.24,35.7,33.87,Wallet,USER0165,64,Female,DRIVER116,4.5,Luxury,2.0,Yes
RIDE00169,2023-07-11 00:16:31,40.67227,-74.07543,40.59829,-73.71267,24.52,13.9,14.12,Credit Card,USER0288,41,Non-binary,DRIVER049,4.8,SUV,1.0,No
RIDE00170,2023-02-05 09:30:57,40.66482,-73.92817,40.89353,-73.89517,24.75,31.8,31.67,Credit Card,USER0248,62,Non-binary,DRIVER001,3.9,SUV,1.2,No
RIDE00171,2023-10-21 12:19:34,40.57202,-74.00875,40.65496,-74.14907,6.04,8.6,9.63,Credit Card,USER0313,26,Female,DRIVER147,4.3,Economy,1.5,Yes
RIDE00172,2023-01-19 09:43:50,40.7438,-73.96016,40.88504,-73.94635,3.79,21.2,14.74,Credit Card,USER0200,41,Non-binary,DRIVER091,4.1,Luxury,1.0,No
RIDE00173,2023-12-01 10:23:38,40.77325,-74.02798,40.67582,-74.14097,16.57,30.0,13.02,Cash,USER0157,54,Non-binary,DRIVER005,4.6,Economy,2.0,Yes
RIDE00174,2023-02-12 07:38:27,40.73326,-74.0392,40.80947,-74.01918,16.18,17.0,30.36,Credit Card,USER0255,48,Female,DRIVER171,4.7,SUV,1.2,No
RIDE00175,2023-03-01 10:10:06,40.75516,-74.18697,40.56659,-73.84592,24.33,50.4,10.7,Credit Card,USER0403,22,Male,DRIVER096,4.4,SUV,2.0,No
RIDE00176,2023-09-01 07:34:14,40.76674,-74.18535,40.86761,-73.9508,8.79,11.8,28.5,Credit Card,USER0395,19,Female,DRIVER167,4.7,Luxury,1.0,No
RIDE00177,2023-03-04 10:00:31,40.6861,-74.05953,40.86147,-74.12285,23.71,31.9,34.02,Wallet,USER0148,46,Male,DRIVER087,4.0,Economy,1.0,Yes
RIDE00178,2023-11-04 02:08:18,40.71864,-73.96416,40.75844,-73.79042,22.22,5.3,22.23,Wallet,USER0395,41,Female,DRIVER107,4.2,Economy,1.5,No
RIDE00179,2023-09-22 10:46:22,40.87809,-73.90801,40.70026,-74.09905,7.34,24.4,30.9,Credit Card,USER0351,44,Non-binary,DRIVER192,4.1,SUV,1.2,Yes
RIDE00180,2023-06-13 06:06:10,40.61966,-74.12019,40.73418,-73.81539,4.21,50.9,43.4,Credit Card,USER0358,33,Female,DRIVER002,4.2,Luxury,1.0,No
RIDE00181,2023-08-20 22:53:55,40.77613,-74.07942,40.71856,-73.78259,22.56,7.7,32.21,Wallet,USER0029,31,Non-binary,DRIVER081,4.7,Luxury,1.2,No
RIDE00182,2023-01-25 19:03:00,40.62085,-73.80438,40.62938,-74.05662,8.08,12.6,48.5,Cash,USER0271,38,Male,DRIVER119,3.6,Economy,2.0,No
RIDE00183,2023-05-30 23:15:25,40.84133,-73.81798,40.68147,-74.06699,24.65,53.3,38.18,Credit Card,USER0426,62,Female,DRIVER022,4.5,Economy,1.5,No
RIDE00184,2023-05-29 04:42:11,40.65255,-73.91215,40.85832,-73.9925,16.02,48.2,32.71,Cash,USER0022,32,Female,DRIVER035,3.7,SUV,2.0,No
RIDE00185,2023-08-20 02:59:55,40.61835,-74.00579,40.53607,-74.07727,1.25,32.6,45.92,Cash,USER0097,38,Female,DRIVER025,3.7,Economy,2.0,Yes
RIDE00186,2023-07-01 02:59:45,40.50878,-73.70423,40.75943,-73.93517,9.53,57.7,14.42,Credit Card,USER0485,58,Female,DRIVER153,4.7,SUV,1.2,Yes
RIDE00187,2023-07-25 15:15:59,40.65832,-74.08172,40.5656,-74.131,18.53,35.8,5.12,Wallet,USER0046,48,Male,DRIVER134,3.5,Luxury,1.0,Yes
RIDE00188,2023-04-08 20:09:40,40.84603,-73.83095,40.53648,-73.74099,7.71,57.5,15.43,Credit Card,USER0158,35,Male,DRIVER144,3.6,Luxury,1.5,No
RIDE00189,2023-08-03 14:31:10,40.88944,-73.90422,40.75363,-73.72408,7.14,44.2,14.74,Credit Card,USER0457,53,Male,DRIVER197,3.8,SUV,1.5,Yes
RIDE00190,2023-12-01 13:49:17,40.79807,-74.02416,40.78291,-73.8589,1.38,12.8,46.83,Cash,USER0301,39,Male,DRIVER030,5.0,Luxury,2.0,No
RIDE00191,2023-01-05 17:41:34,40.86117,-74.12895,40.89008,-73.97871,16.78,45.3,32.67,Credit Card,USER0383,54,Female,DRIVER152,4.3,Economy,1.2,No
RIDE00192,2023-09-22 23:15:39,40.59205,-73.78165,40.56396,-73.84119,21.83,28.8,11.45,Cash,USER0461,39,Male,DRIVER035,3.8,SUV,2.0,No
RIDE00193,2023-10-07 11:35:20,40.5876,-73.71481,40.51756,-74.16521,23.54,55.5,26.4,Cash,USER0293,62,Male,DRIVER122,4.1,SUV,1.0,Yes
RIDE00194,2023-02-14 22:43:20,40.60025,-74.11222,40.63408,-73.99917,15.0,21.0,5.01,Credit Card,USER0278,30,Male,DRIVER127,4.8,SUV,1.5,No
RIDE00195,2023-09-22 17:20:10,40.80699,-74.17192,40.84507,-73.98296,18.34,6.8,8.5,Credit Card,USER0089,26,Female,DRIVER142,3.6,Economy,2.0,Yes
RIDE00196,2023-12-10 05:37:42,40.55471,-74.19004,40.55784,-74.18145,17.51,56.3,48.64,Cash,USER0329,38,Male,DRIVER142,4.8,Economy,1.2,No
RIDE00197,2023-07-28 09:10:43,40.75098,-74.03413,40.52052,-74.12452,23.7,18.7,11.16,Credit Card,USER0161,58,Non-binary,DRIVER186,3.5,SUV,1.5,Yes
RIDE00198,2023-10-19 11:08:45,40.81544,-73.79678,40.79206,-73.71113,7.18,42.3,41.33,Credit Card,USER0379,54,Non-binary,DRIVER195,3.7,SUV,2.0,Yes
RIDE00199,2023-04-14 10:06:25,40.64594,-74.11127,40.61551,-73.80046,16.03,26.2,24.14,Cash,USER0025,32,Female,DRIVER088,4.2,SUV,1.2,No
RIDE00200,2023-10-26 03:32:20,40.86385,-73.76589,40.85942,-73.71367,15.5,27.0,26.23,Credit Card,USER0274,63,Male,DRIVER031,4.0,SUV,1.0,No
RIDE00201,2023-09-06 15:23:39,40.6662,-74.12614,40.50141,-73.75711,5.95,54.7,18.62,Cash,USER0015,55,Male,DRIVER160,4.6,Luxury,1.0,No
RIDE00202,2023-05-13 02:28:04,40.81461,-74.12917,40.50488,-73.76323,11.61,54.1,39.2,Credit Card,USER0025,57,Non-binary,DRIVER009,3.6,Economy,2.0,No
RIDE00203,2023-02-13 01:21:58,40.64634,-73.93685,40.69946,-74.04315,8.78,55.6,15.83,Cash,USER0495,33,Non-binary,DRIVER164,3.8,SUV,1.5,No
RIDE00204,2023-04-24 01:33:54,40.60901,-74.16373,40.74319,-73.7865,5.89,37.8,22.7,Wallet,USER0156,33,Female,DRIVER082,3.8,SUV,1.2,Yes
RIDE00205,2023-06-18 20:03:23,40.86562,-73.86893,40.58675,-73.8948,16.12,14.5,39.83,Wallet,USER0198,49,Male,DRIVER063,4.8,Luxury,1.5,No
RIDE00206,2023-03-03 09:38:05,40.88695,-74.03172,40.6815,-73.99803,21.6,29.0,36.78,Credit Card,USER0097,54,Male,DRIVER080,4.0,Economy,1.2,No
RIDE00207,2023-06-26 08:28:29,40.84816,-73.71207,40.74049,-73.75621,10.49,53.2,20.97,Cash,USER0181,48,Non-binary,DRIVER138,4.7,Economy,1.2,No
RIDE00208,2023-01-02 09:17:30,40.68733,-73.98157,40.85287,-73.89091,11.71,49.2,42.74,Credit Card,USER0494,19,Non-binary,DRIVER109,4.3,Economy,1.2,No
RIDE00209,2023-10-08 07:48:23,40.80166,-73.9564,40.75145,-74.02737,18.52,12.7,19.26,Cash,USER0276,38,Male,DRIVER076,3.8,Luxury,2.0,Yes
RIDE00210,2023-12-07 20:13:22,40.77053,-73.84641,40.58306,-73.87562,11.41,47.2,8.52,Cash,USER0027,50,Male,DRIVER010,4.4,Economy,1.2,Yes
RIDE00211,2023-10-07 04:19:28,40.65896,-73.7552,40.52203,-73.75951,4.56,18.8,32.24,Cash,USER0422,24,Male,DRIVER028,4.2,Economy,1.2,Yes
RIDE00212,2023-04-13 16:46:47,40.72293,-74.02159,40.55815,-73.93128,12.5,27.9,14.63,Credit Card,USER0423,42,Female,DRIVER015,4.8,Luxury,1.2,No
RIDE00213,2023-07-14 23:18:07,40.65783,-73.79277,40.73124,-73.84056,12.9,16.0,12.48,Credit Card,USER0351,27,Non-binary,DRIVER077,4.1,Economy,1.0,Yes
RIDE00214,2023-10-23 14:07:22,40.54944,-73.833,40.63244,-73.93977,12.03,21.8,33.52,Cash,USER0448,57,Non-binary,DRIVER171,4.3,Luxury,1.2,No
RIDE00215,2023-03-11 18:19:44,40.7996,-74.11115,40.54356,-74.09313,20.57,21.4,17.5,Wallet,USER0223,38,Female,DRIVER036,4.9,Luxury,1.0,No
RIDE00216,2023-07-17 18:29:12,40.65241,-73.849,40.56453,-74.04387,5.23,56.0,11.43,Credit Card,USER0379,23,Female,DRIVER179,4.4,SUV,2.0,No
RIDE00217,2023-12-21 08:18:54,40.64859,-73.77462,40.76437,-73.88216,14.67,30.4,24.68,Credit Card,USER0261,51,Female,DRIVER067,5.0,Luxury,1.0,Yes
RIDE00218,2023-02-11 19:13:02,40.68859,-73.91626,40.72891,-73.75484,23.64,15.1,24.87,Credit Card,USER0269,49,Male,DRIVER098,4.7,SUV,2.0,Yes
RIDE00219,2023-12-05 10:14:31,40.87727,-74.04089,40.88652,-74.07065,5.33,48.0,36.28,Wallet,USER0435,47,Male,DRIVER040,3.9,Luxury,1.2,No
RIDE00220,2023-08-31 16:34:01,40.74403,-73.89431,40.64408,-74.04803,7.77,50.9,16.27,Wallet,USER0092,56,Male,DRIVER072,4.9,Luxury,1.2,Yes
RIDE00221,2023-04-26 07:12:07,40.75416,-74.14794,40.8074,-73.94736,8.44,10.3,10.41,Wallet,USER0261,64,Non-binary,DRIVER088,3.7,Luxury,1.2,No
RIDE00222,2023-11-23 16:13:26,40.78043,-74.03442,40.85901,-73.77921,22.25,34.0,45.49,Wallet,USER0190,35,Non-binary,DRIVER106,4.0,Economy,1.0,Yes
RIDE00223,2023-09-06 02:55:50,40.54667,-74.02659,40.80338,-73.94625,20.62,43.2,34.34,Credit Card,USER0349,22,Non-binary,DRIVER020,4.3,Economy,1.2,Yes
RIDE00224,2023-07-17 02:44:12,40.51488,-73.88191,40.52597,-73.82172,17.5,32.7,13.01,Credit Card,USER0358,46,Female,DRIVER136,4.7,Economy,1.2,No
RIDE00225,2023-08-25 07:52:41,40.54645,-73.78917,40.54881,-73.97563,5.51,42.7,43.98,Credit Card,USER0023,42,Non-binary,DRIVER094,5.0,Luxury,1.2,No
RIDE00226,2023-03-19 16:58:38,40.71502,-73.83536,40.63168,-74.19739,4.44,24.7,43.49,Credit Card,USER0467,30,Female,DRIVER020,4.7,Economy,1.0,Yes
RIDE00227,2023-03-01 05:27:59,40.6484,-74.1943,40.58394,-74.08195,11.23,24.5,39.68,Cash,USER0110,35,Male,DRIVER128,4.0,SUV,1.0,No
RIDE00228,2023-05-26 01:32:30,40.77859,-73.85341,40.52327,-73.9092,11.92,30.7,20.57,Wallet,USER0051,63,Male,DRIVER079,3.9,Economy,1.0,No
RIDE00229,2023-10-24 16:34:56,40.73494,-73.80649,40.89174,-73.73123,16.48,57.9,24.08,Wallet,USER0235,27,Male,DRIVER190,4.8,Economy,1.0,Yes
RIDE00230,2023-03-04 05:51:58,40.85417,-74.17593,40.53507,-73.77775,10.66,30.4,32.76,Cash,USER0487,41,Non-binary,DRIVER077,4.9,Economy,1.2,Yes
RIDE00231,2023-07-29 17:04:22,40.83348,-73.99017,40.74191,-74.0504,18.38,55.2,44.43,Wallet,USER0096,21,Non-binary,DRIVER105,4.6,Luxury,1.2,No
RIDE00232,2023-10-30 05:30:34,40.87562,-73.99299,40.78272,-73.79246,4.29,6.5,46.43,Cash,USER0457,48,Female,DRIVER006,4.3,Economy,1.2,No
RIDE00233,2023-12-25 15:12:00,40.77611,-74.02438,40.83912,-74.13001,19.01,47.2,13.59,Cash,USER0114,33,Male,DRIVER007,4.1,Luxury,1.0,No
RIDE00234,2023-07-25 09:52:35,40.67788,-73.7856,40.73006,-73.83124,1.28,9.9,21.84,Credit Card,USER0365,32,Male,DRIVER073,3.8,Economy,1.0,Yes
RIDE00235,2023-12-23 13:11:20,40.64507,-73.91097,40.87084,-73.94177,3.39,12.7,46.99,Credit Card,USER0164,58,Female,DRIVER084,4.5,Luxury,1.0,No
RIDE00236,2023-01-01 21:04:20,40.64693,-74.08721,40.69856,-73.81073,10.22,54.9,49.79,Credit Card,USER0038,18,Male,DRIVER048,4.4,SUV,2.0,No
RIDE00237,2023-08-21 05:07:28,40.75793,-73.8004,40.6991,-74.12672,3.64,48.3,13.81,Wallet,USER0366,38,Non-binary,DRIVER183,3.7,Economy,2.0,No
RIDE00238,2023-05-06 22:19:26,40.61035,-74.18996,40.85347,-73.99397,1.33,36.9,21.24,Cash,USER0105,40,Non-binary,DRIVER024,3.7,Luxury,2.0,Yes
RIDE00239,2023-07-09 10:53:42,40.8796,-74.14764,40.6162,-73.98756,20.93,25.5,13.77,Cash,USER0254,57,Male,DRIVER036,4.1,Economy,2.0,No
RIDE00240,2023-01-08 06:59:20,40.53667,-73.75603,40.54728,-74.09261,23.43,39.1,31.38,Cash,USER0106,48,Male,DRIVER135,4.5,SUV,1.0,No
RIDE00241,2023-02-13 23:14:30,40.7558,-74.1625,40.81869,-73.86159,4.17,54.5,19.78,Wallet,USER0293,53,Male,DRIVER155,3.5,Luxury,1.0,Yes
RIDE00242,2023-12-27 16:03:06,40.52023,-73.71098,40.58293,-73.92052,19.48,53.3,46.0,Credit Card,USER0328,27,Non-binary,DRIVER154,4.7,Luxury,1.0,No
RIDE00243,2023-05-21 16:36:55,40.89553,-73.70736,40.66585,-73.76399,7.42,7.9,46.21,Cash,USER0314,35,Non-binary,DRIVER026,4.3,Economy,2.0,Yes
RIDE00244,2023-12-08 03:22:27,40.58208,-73.84775,40.63986,-73.88177,23.53,51.5,27.63,Credit Card,USER0008,38,Non-binary,DRIVER093,5.0,Economy,2.0,No
RIDE00245,2023-11-19 21:30:12,40.72168,-73.87318,40.58494,-73.85549,15.39,11.9,5.58,Credit Card,USER0024,49,Female,DRIVER030,4.4,SUV,1.0,No
RIDE00246,2023-11-10 09:17:55,40.82522,-73.9829,40.77601,-73.83414,20.02,41.9,17.29,Cash,USER0473,38,Female,DRIVER025,3.6,SUV,1.0,No
RIDE00247,2023-04-30 12:31:05,40.80975,-74.03445,40.52713,-74.11858,1.23,30.5,34.12,Cash,USER0196,56,Male,DRIVER068,3.9,Economy,1.0,Yes
RIDE00248,2023-04-03 23:30:28,40.73839,-73.99536,40.72,-73.95762,20.0,47.0,33.88,Cash,USER0106,52,Male,DRIVER197,4.4,Luxury,1.5,Yes
RIDE00249,2023-01-23 23:24:59,40.89361,-73.73721,40.54553,-73.71598,14.02,33.5,22.92,Credit Card,USER0461,30,Male,DRIVER086,4.9,SUV,1.2,Yes
RIDE00250,2023-04-04 05:37:51,40.71609,-73.8697,40.65842,-73.93543,20.64,51.2,49.81,Cash,USER0353,59,Female,DRIVER082,4.6,SUV,1.5,Yes
RIDE00251,2023-12-07 12:37:59,40.54397,-74.15204,40.88405,-73.97228,21.47,9.7,36.69,Cash,USER0060,30,Male,DRIVER032,4.2,Economy,2.0,Yes
RIDE00252,2023-08-09 02:19:14,40.55272,-73.92517,40.57761,-74.12158,3.04,19.9,17.34,Cash,USER0474,56,Male,DRIVER047,3.9,Luxury,1.0,Yes
RIDE00253,2023-01-31 06:52:25,40.81537,-74.17275,40.86891,-73.73915,4.34,59.2,7.58,Credit Card,USER0149,56,Female,DRIVER148,4.7,Luxury,1.5,No
RIDE00254,2023-02-03 04:37:38,40.50631,-74.15619,40.6898,-73.77384,19.23,10.9,30.75,Cash,USER0003,25,Non-binary,DRIVER055,4.1,SUV,1.0,Yes
RIDE00255,2023-10-12 18:16:56,40.5507,-73.88745,40.5543,-74.01521,22.42,37.7,6.37,Wallet,USER0464,36,Male,DRIVER150,4.4,Economy,1.2,Yes
RIDE00256,2023-07-08 12:40:50,40.54546,-74.15151,40.68425,-73.93861,20.57,50.2,37.31,Cash,USER0124,64,Male,DRIVER021,4.4,Luxury,1.5,Yes
RIDE00257,2023-11-13 13:16:57,40.67931,-73.8809,40.85837,-74.04754,8.38,36.1,26.19,Credit Card,USER0338,21,Male,DRIVER060,4.9,Economy,1.5,No
RIDE00258,2023-01-27 10:03:39,40.73747,-73.96321,40.82567,-74.05301,12.49,43.0,32.34,Wallet,USER0417,65,Female,DRIVER013,4.1,Economy,1.2,No
RIDE00259,2023-10-23 18:36:37,40.58862,-73.80756,40.52241,-74.12857,6.85,52.5,25.45,Credit Card,USER0469,30,Male,DRIVER071,4.4,Economy,1.0,No
RIDE00260,2023-07-26 00:44:02,40.7909,-73.75256,40.72598,-73.98912,14.04,11.7,12.82,Wallet,USER0426,51,Male,DRIVER080,4.7,Luxury,1.0,No
RIDE00261,2023-10-25 03:03:34,40.76356,-73.87907,40.72207,-74.04742,7.42,37.2,38.75,Wallet,USER0170,50,Male,DRIVER195,4.8,SUV,2.0,No
RIDE00262,2023-02-18 19:35:21,40.75734,-74.01449,40.73096,-74.10846,14.05,33.1,34.14,Cash,USER0091,36,Non-binary,DRIVER141,4.5,SUV,1.5,No
RIDE00263,2023-02-19 15:14:36,40.89943,-74.10671,40.86647,-74.19896,1.51,44.4,29.55,Cash,USER0200,33,Female,DRIVER194,4.7,Economy,2.0,No
RIDE00264,2023-09-14 00:34:57,40.67051,-73.98013,40.52649,-74.16622,2.07,43.6,9.67,Credit Card,USER0424,42,Female,DRIVER139,4.5,Luxury,1.2,No
RIDE00265,2023-07-04 07:53:59,40.78496,-73.78146,40.8363,-73.95941,14.07,33.4,21.63,Cash,USER0117,45,Non-binary,DRIVER021,4.6,Luxury,1.2,No
RIDE00266,2023-08-02 21:45:21,40.85971,-74.12443,40.6501,-73.97381,3.46,35.9,32.58,Wallet,USER0191,62,Non-binary,DRIVER183,4.6,Luxury,1.5,Yes
RIDE00267,2023-03-06 05:06:45,40.55933,-74.15165,40.56639,-74.01135,22.27,58.2,37.1,Wallet,USER0470,18,Female,DRIVER141,4.5,Economy,1.5,Yes
RIDE00268,2023-04-13 02:34:38,40.74973,-73.79591,40.57495,-73.78316,10.97,12.5,36.75,Cash,USER0429,37,Female,DRIVER148,4.6,SUV,2.0,No
RIDE00269,2023-07-24 13:42:33,40.78486,-73.82177,40.81294,-74.13074,1.03,54.2,12.96,Credit Card,USER0206,34,Male,DRIVER177,4.8,SUV,1.5,Yes
RIDE00270,2023-12-05 09:57:18,40.73896,-74.16951,40.84313,-73.81916,6.38,40.2,43.29,Credit Card,USER0023,31,Male,DRIVER140,3.6,SUV,1.0,No
RIDE00271,2023-08-24 05:41:18,40.70222,-73.93871,40.6086,-74.12551,6.44,13.5,8.73,Credit Card,USER0080,27,Male,DRIVER077,4.3,Economy,1.0,No
RIDE00272,2023-06-14 12:17:47,40.81724,-73.85647,40.85082,-74.15534,10.25,39.6,42.53,Credit Card,USER0073,36,Male,DRIVER142,3.7,Economy,1.0,No
RIDE00273,2023-03-24 16:49:33,40.76189,-73.91364,40.83178,-73.88821,9.48,44.6,10.37,Wallet,USER0307,19,Female,DRIVER169,4.7,SUV,1.2,Yes
RIDE00274,2023-12-27 09:39:48,40.72053,-74.05057,40.71004,-73.74988,7.88,56.5,24.95,Credit Card,USER0127,19,Non-binary,DRIVER077,4.4,SUV,1.0,Yes
RIDE00275,2023-07-29 21:39:46,40.67203,-73.77303,40.64969,-74.17709,23.12,49.3,36.98,Credit Card,USER0319,59,Female,DRIVER026,4.5,Luxury,2.0,No
RIDE00276,2023-10-21 14:37:23,40.66553,-73.91439,40.58084,-73.97845,17.43,39.3,19.14,Wallet,USER0343,59,Female,DRIVER104,4.4,Economy,2.0,Yes
RIDE00277,2023-10-11 14:10:35,40.65949,-73.91426,40.7024,-74.15574,17.48,16.0,43.61,Credit Card,USER0133,44,Male,DRIVER193,3.7,Economy,1.2,No
RIDE00278,2023-09-25 11:52:49,40.62502,-74.12628,40.86198,-74.1876,18.16,8.7,17.49,Credit Card,USER0452,23,Non-binary,DRIVER011,4.3,Economy,1.0,Yes
RIDE00279,2023-03-20 15:21:40,40.60196,-73.97548,40.63605,-73.8142,22.64,13.4,43.37,Wallet,USER0473,41,Female,DRIVER080,3.9,Economy,1.5,No
RIDE00280,2023-10-04 22:36:22,40.77473,-74.11642,40.84955,-73.87742,12.8,53.4,34.48,Cash,USER0217,47,Non-binary,DRIVER108,4.7,Economy,1.5,Yes
RIDE00281,2023-05-02 16:08:33,40.53649,-74.10364,40.63094,-74.15742,24.78,33.6,38.19,Credit Card,USER0349,27,Female,DRIVER024,4.8,SUV,1.5,No
RIDE00282,2023-06-04 23:07:53,40.67275,-74.16082,40.5393,-73.92908,6.39,18.6,19.97,Credit Card,USER0293,46,Male,DRIVER169,4.4,Luxury,2.0,Yes
RIDE00283,2023-09-18 18:03:11,40.64906,-74.09904,40.70646,-73.72135,23.96,10.7,35.24,Wallet,USER0364,58,Non-binary,DRIVER086,4.7,Luxury,2.0,No
RIDE00284,2023-09-10 04:04:28,40.52399,-74.12606,40.58207,-73.82472,7.76,6.4,45.48,Credit Card,USER0443,42,Female,DRIVER069,4.8,Luxury,1.0,Yes
RIDE00285,2023-05-26 23:37:29,40.72467,-74.04013,40.65504,-74.19067,2.83,32.8,45.4,Wallet,USER0462,53,Male,DRIVER190,4.9,SUV,1.5,No
RIDE00286,2023-06-20 23:34:38,40.66432,-73.79633,40.54633,-73.93407,9.01,26.5,12.61,Wallet,USER0321,28,Non-binary,DRIVER014,4.8,SUV,1.0,No
RIDE00287,2023-12-16 21:57:42,40.87645,-73.92182,40.51761,-74.06252,9.65,55.9,49.38,Cash,USER0159,56,Female,DRIVER036,3.7,Luxury,1.0,No
RIDE00288,2023-07-21 20:53:04,40.86634,-73.77169,40.84875,-73.78515,23.19,21.5,37.5,Cash,USER0105,46,Female,DRIVER018,4.8,Luxury,2.0,No
RIDE00289,2023-06-25 04:19:33,40.61505,-73.74142,40.85567,-73.91022,3.04,31.6,21.48,Wallet,USER0482,38,Non-binary,DRIVER025,4.7,Luxury,2.0,Yes
RIDE00290,2023-02-16 17:12:40,40.54144,-73.84979,40.80647,-73.93323,2.04,15.1,5.64,Cash,USER0450,24,Female,DRIVER151,3.8,Luxury,2.0,Yes
RIDE00291,2023-04-07 19:58:55,40.56189,-73.80916,40.50899,-73.90555,4.63,17.9,34.9,Credit Card,USER0335,35,Female,DRIVER002,4.7,SUV,2.0,Yes
RIDE00292,2023-03-29 14:57:05,40.83891,-74.12518,40.75554,-73.73308,11.29,51.6,23.74,Cash,USER0378,47,Male,DRIVER028,4.7,Economy,1.5,Yes
RIDE00293,2023-01-25 14:00:59,40.72251,-73.90866,40.58022,-74.10975,9.04,19.3,35.05,Credit Card,USER0468,35,Female,DRIVER123,4.1,Luxury,1.0,No
RIDE00294,2023-05-12 10:48:37,40.61143,-74.1499,40.71291,-73.93605,5.35,38.7,7.77,Credit Card,USER0140,30,Non-binary,DRIVER011,4.3,Luxury,1.0,No
RIDE00295,2023-01-09 16:19:58,40.67164,-73.81023,40.76845,-74.15449,11.21,29.2,13.68,Wallet,USER0210,63,Non-binary,DRIVER121,4.9,SUV,1.0,No
RIDE00296,2023-08-17 08:59:21,40.80697,-73.76626,40.563,-73.92911,22.43,41.2,39.26,Credit Card,USER0354,56,Female,DRIVER093,3.6,SUV,2.0,Yes
RIDE00297,2023-08-04 03:50:17,40.76999,-73.76105,40.88332,-74.10867,17.49,11.8,11.64,Wallet,USER0006,47,Female,DRIVER104,4.4,Luxury,1.5,Yes
RIDE00298,2023-03-31 06:27:31,40.7436,-73.87261,40.54095,-74.12289,15.99,13.0,17.0,Wallet,USER0213,36,Non-binary,DRIVER139,3.5,Luxury,1.5,No
